Crop,Season,Precipitation,Max Temperature,Min Temp,Ground water ,Cloud Cover
Rice,0.25,103.746,32.83933,20.00467,3.097894737,44.4153
Rice,0.25,32.5265,29.635,18.4175,1.85,52.264
Rice,0.416,10.7686,24.38575,12.21475,3.331176471,35.0426
Rice,0.25,81.867,29.92833,18.45133,2.918333333,41.4583
Rice,0.25,3.4715,29.6645,18.2035,2.351936322,40.3175
Rice,0.416,5.786,25.3135,11.69275,3.72,33.2538
Rice,0.25,104.074,30.662,18.85267,2.845185185,43.279
Rice,0.25,63.282,29.7605,18.7445,3.418888889,41.327
Rice,0.416,4.8494,25.31875,12.09125,2.281621622,33.3922
Rice,0.25,86.803,30.93133,18.519,2.652777778,44.4707
Rice,0.25,70.4115,28.961,17.7345,2.554534535,35.337
Rice,0.25,145.2495,31.7655,22.2525,5.812857143,40.334
Rice,0.25,75.1823,34.56,21.78133,4.941666667,43.0187
Rice,0.416,5.7456,28.2135,15.50425,2.485833333,27.1834
Rice,0.25,59.036,31.555,20.9885,3.148,42.7675
Rice,0.25,54.4403,37.098,22.64,2.551439394,42.699
Rice,0.416,8.9898,27.123,15.18225,2.534444444,30.0578
Rice,0.25,19.3335,31.425,20.709,2.583636364,35.574
Rice,0.25,62.982,34.51267,21.564,5.623636364,41.3047
Rice,0.416,6.0866,27.85075,14.1635,5.75031746,27.8254
Rice,0.25,70.546,31.57,21.808,3.298,40.691
Rice,0.25,76.018,35.74133,22.43233,6.626363636,40.875
Rice,0.416,7.9476,28.09575,14.9645,5.801111111,31.5188
Rice,0.25,56.3295,31.105,20.4995,3.298,33.1775
Rice,0.25,56.2773,35.845,21.96933,6.626363636,43.3337
Rice,0.25,136.069,31.4015,20.5325,2.131428571,40.447
Rice,0.25,82.6543,33.64567,20.31533,4.115333333,44.1807
Rice,0.416,5.6702,27.3165,13.313,3.228571429,28.6998
Rice,0.25,46.715,31.149,19.414,1.932666667,46.801
Rice,0.25,52.067,35.91367,21.12033,4.565,41.026
Rice,0.416,8.1468,26.36775,13.0835,2.988125,31.6854
Rice,0.25,11.308,31.136,19.2325,2.501578947,35.9325
Rice,0.25,49.6577,33.60267,20.13433,3.591666667,38.895
Rice,0.416,5.742,27.10275,12.196,2.994285714,29.1584
Rice,0.25,63.528,31.3215,20.1395,1.98047619,39.8445
Rice,0.25,70.161,34.583,20.80767,4.194736842,39.491
Rice,0.416,6.781,27.2835,12.892,3.204285714,31.444
Rice,0.25,63.245,30.5975,18.8965,1.966428571,32.922
Rice,0.25,49.3313,34.759,20.412,3.964545455,41.46
Rice,0.25,,29.4715,23.3335,4.041258013,
Rice,0.25,191.82,30.646,23.0615,1.951125764,40.0845
Rice,0.25,53.8177,34.88117,24.38333,1.979552911,35.804
Rice,0.416,8.7068,27.91225,17.17275,3.21035119,22.9504
Rice,0.25,55.5745,30.6295,21.3775,2.035680283,35.321
Rice,0.25,55.452,35.87833,25.03467,4.551444444,36.662
Rice,0.416,17.1014,27.126,17.1775,2.955267857,27.7118
Rice,0.25,33.133,30.999,21.6245,3.046153846,31.053
Rice,0.25,89.1107,36.31667,24.759,3.535882353,36.8973
Rice,0.416,18.6924,28.0875,16.0675,3.046153846,22.7442
Rice,0.25,100.213,30.843,23.0725,2.031689342,39.844
Rice,0.25,82.87,35.70567,24.81267,4.194736842,33.912
Rice,0.416,13.1646,28.36175,17.06125,3.13072,30.4376
Rice,0.25,48.4375,30.588,21.018,3.13072,31.2715
Rice,0.25,53.721,36.07217,24.66833,3.13072,37.6623
Rice,0.25,224.607,30.34,23.4555,1.138235294,40.423
